FID,INDICATIVO,NOMBRE,PROVINCIA,ALTITUD,COORD_X,COORD_Y,VAR_OBSVER,DATUM,TIPO
740,1048X,ARETXABALETA-EMBALSE URKULU,GIPUZKOA,308.000000000000000,543544.000000000000000,4763730.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
741,1049N,ELGETA,GIPUZKOA,470.000000000000000,541002.000000000000000,4776300.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
742,1052A,MUTRIKU-GALDONAMENDI,GIPUZKOA,150.000000000000000,548878.000000000000000,4796219.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
743,1055B,"LEKEITIO,FARO",BIZKAIA,12.000000000000000,539672.000000000000000,4802792.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
744,1056K,FORUA-GAITOKA,BIZKAIA,45.000000000000000,526658.000000000000000,4798903.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
745,1057B,"MACHICHACO,FARO",BIZKAIA,93.000000000000000,520002.000000000000000,4811250.000000000000000,VmtTMpP,ETRS89,AUTOMATICAS
746,1059X,PUNTA GALEA,BIZKAIA,90.000000000000000,498245.000000000000000,4802460.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
747,1060X,AMURRIO (INSTITUTO),ARABA/ALAVA,240.000000000000000,499548.000000000000000,4766398.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
748,1064L,OROZCO- IBARRA,BIZKAIA,270.000000000000000,511371.000000000000000,4771436.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
749,1069Y,URKIOLA (SANTUARIO),BIZKAIA,747.000000000000000,528957.000000000000000,4771889.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
750,1074C,AMOREBIETA-SAN MIGUEL DUDEA,BIZKAIA,100.000000000000000,523875.000000000000000,4783375.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
751,1078C,BALMASEDA-SALINILLAS,BIZKAIA,210.000000000000000,482956.000000000000000,4780887.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
752,1078I,GÜEÑES,BIZKAIA,208.000000000000000,491492.000000000000000,4783400.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
753,1083B,SOPUERTA-JARRALTA,BIZKAIA,177.000000000000000,486319.000000000000000,4791892.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
754,1083L,CASTRO URDIALES-EDAR,CANTABRIA,45.000000000000000,481059.000000000000000,4804676.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
755,1089U,RAMALES DE LA VICTORIA-ETAP,CANTABRIA,80.000000000000000,461783.000000000000000,4789333.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
756,1096X,TRETO,CANTABRIA,10.000000000000000,461961.000000000000000,4804973.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
757,1102D,SOBA-ALTO MIERA,CANTABRIA,700.000000000000000,444272.000000000000000,4782204.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
758,1109,SANTANDER/PARAYAS,CANTABRIA,5.000000000000000,432708.000000000000000,4808811.000000000000000,heNvIHBVmtTMpP,ETRS89,AUTOMATICAS
759,1124E,VILLACARRIEDO - SANTIBAÑEZ,CANTABRIA,190.000000000000000,431039.000000000000000,4788434.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
760,1135C,BÁRCENA MAYOR-TORIZ,CANTABRIA,460.000000000000000,401271.000000000000000,4777849.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
761,1152C,SAN FELICES DE BUELNA-TARRIBA,CANTABRIA,105.000000000000000,414907.000000000000000,4791549.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
762,1154H,TORRELAVEGA-SIERRAPANDO,CANTABRIA,110.000000000000000,416739.000000000000000,4801152.000000000000000,heHBVmtTMpP,ETRS89,AUTOMATICAS
763,1167B,FUENTE DÉ-TELEFÉRICO,CANTABRIA,1100.000000000000000,352587.000000000000000,4778389.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
764,1174I,TAMA,CANTABRIA,260.000000000000000,369837.000000000000000,4782358.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
765,1176A,TRESVISO,CANTABRIA,940.000000000000000,364581.000000000000000,4790577.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
766,1178Y,SOTO DE VALDEÓN,LEON,953.000000000000000,342923.000000000000000,4778760.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
767,1179B,CARREÑA DE CABRALES,ASTURIAS,458.000000000000000,349746.000000000000000,4797032.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
768,1183X,LLANES,ASTURIAS,10.000000000000000,358493.000000000000000,4808972.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
769,1186P,"AMIEVA, PANIZALES",ASTURIAS,370.000000000000000,328017.000000000000000,4792610.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
770,1199X,BARGAEDO PILOÑA,ASTURIAS,280.000000000000000,305849.000000000000000,4805559.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
771,1203D,COLUNGA,ASTURIAS,30.000000000000000,318300.000000000000000,4817963.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
772,1207U,GIJÓN-CAMPUS,ASTURIAS,26.000000000000000,288175.000000000000000,4822241.000000000000000,heNvIHBVmtTMpP,ETRS89,AUTOMATICAS
773,1210X,CABO PEÑAS,ASTURIAS,100.000000000000000,270294.000000000000000,4837593.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
774,1221D,PAJARES - VALGRANDE,ASTURIAS,1480.000000000000000,273616.000000000000000,4762182.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
775,1223P,RONZÓN,ASTURIAS,370.000000000000000,270410.000000000000000,4779430.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
776,1226X,CUEVAS DE FELECHOSA,ASTURIAS,750.000000000000000,298416.000000000000000,4774375.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
777,1234P,MIERES-BAÍÑA,ASTURIAS,170.000000000000000,271236.000000000000000,4795215.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
778,1272B,SOTO DE LA BARCA,ASTURIAS,280.000000000000000,225252.000000000000000,4798624.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
779,1276F,POLA DE SOMIEDO-DEPURADORA,ASTURIAS,670.000000000000000,234953.000000000000000,4777072.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
780,1279X,CAMUÑO,ASTURIAS,240.000000000000000,238474.000000000000000,4813086.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
781,1283U,CABO BUSTO,ASTURIAS,60.000000000000000,219782.000000000000000,4829877.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
782,1297E,CERVANTES-BAZAL,LUGO,1020.000000000000000,171293.000000000000000,4742955.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
783,1302F,"DEGAÑA, COTO CORTÉS",ASTURIAS,1310.000000000000000,216744.000000000000000,4761704.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
784,1327A,ONETA,ASTURIAS,410.000000000000000,202852.000000000000000,4819076.000000000000000,FhHBVmtTMpP,ETRS89,AUTOMATICAS
785,1331A,CASTROPOL,ASTURIAS,40.000000000000000,174204.000000000000000,4826990.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
786,1341B,OURIA DE TARAMUNDI,ASTURIAS,340.000000000000000,171209.000000000000000,4814982.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
787,1342X,"RIBADEO, VILAFRAMIL",LUGO,43.000000000000000,170114.000000000000000,4828953.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
788,1344X,MONDOÑEDO,LUGO,125.000000000000000,146966.000000000000000,4817973.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
789,1351,ESTACA DE BARES,A CORUÑA,80.000000000000000,123041.000000000000000,4858797.000000000000000,hNvIHBVmtTMpP,ETRS89,AUTOMATICAS
790,1363D,A MOURELA,A CORUÑA,450.000000000000000,106938.000000000000000,4820161.000000000000000,V,ETRS89,AUTOMATICAS
791,1363X,"AS PONTES,A AEROSA",A CORUÑA,343.000000000000000,106608.000000000000000,4821852.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
792,1387,A CORUÑA,A CORUÑA,58.000000000000000,60704.000000000000000,4815740.000000000000000,oUiDdRhSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
793,1390X,CARBALLO,A CORUÑA,98.000000000000000,36010.000000000000000,4799290.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
794,1393,CABO VILAN,A CORUÑA,50.000000000000000,-4980.000000000000000,4797412.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
795,1399,VIMIANZO-CASTRELO,A CORUÑA,287.000000000000000,7520.000000000000000,4784984.000000000000000,hIHBmtTMpP,ETRS89,AUTOMATICAS
796,1400,FISTERRA,A CORUÑA,230.000000000000000,-13503.000000000000000,4771704.000000000000000,heNvIHBVmtTMpP,ETRS89,AUTOMATICAS
797,1406X,MAZARICOS-A PICOTA,A CORUÑA,340.000000000000000,10892.000000000000000,4771094.000000000000000,hIHBmtTMpP,ETRS89,AUTOMATICAS
798,1428,SANTIAGO DE COMPOSTELA/LABACOLLA,A CORUÑA,370.000000000000000,58145.000000000000000,4762610.000000000000000,RhSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
799,1435C,NOIA,A CORUÑA,128.000000000000000,19433.000000000000000,4755417.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
800,1437O,PORTO DO SON (MONTE IROITE),A CORUÑA,685.000000000000000,14946.000000000000000,4746832.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
801,1442U,BOIRO,A CORUÑA,10.000000000000000,16899.000000000000000,4738136.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
802,1455I,RODEIRO-VILAMAIOR,PONTEVEDRA,645.000000000000000,94289.000000000000000,4740652.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
803,1465U,LALIN-CRISTIMIL,PONTEVEDRA,463.000000000000000,74431.000000000000000,4736769.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
804,1466A,SILLEDA,PONTEVEDRA,435.000000000000000,69324.000000000000000,4741020.000000000000000,heIHBVmtTMpP,ETRS89,AUTOMATICAS
805,1468X,A ESTRADA,PONTEVEDRA,269.000000000000000,49267.000000000000000,4741496.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
806,1473A,PADRÓN,A CORUÑA,100.000000000000000,39333.000000000000000,4747142.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
807,1475X,SANTIAGO DE COMPOSTELA,A CORUÑA,240.000000000000000,46190.000000000000000,4762059.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
808,1477V,VILAGARCÍA DE AROUSA,PONTEVEDRA,32.000000000000000,26085.000000000000000,4730897.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
809,1484C,PONTEVEDRA,PONTEVEDRA,108.000000000000000,38048.000000000000000,4713754.000000000000000,hSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
810,1489A,A LAMA,PONTEVEDRA,395.000000000000000,51377.000000000000000,4709381.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
811,1495,VIGO/PEINADOR,PONTEVEDRA,261.000000000000000,35914.000000000000000,4691612.000000000000000,RhrSeNvIHBVmtTMpP,ETRS89,AUTOMATICAS
812,1496X,VIGO-O CASTRO,PONTEVEDRA,120.000000000000000,27576.000000000000000,4691271.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
813,1518A,LUGO-COL.FINGOI,LUGO,442.000000000000000,128895.000000000000000,4770699.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
814,1521I,O PÁRAMO,LUGO,403.000000000000000,132310.000000000000000,4753466.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
815,1521X,BECERREA-PENAMAIOR,LUGO,1080.000000000000000,158090.000000000000000,4754206.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
816,1535I,EVC_O SAVIÑAO,LUGO,555.000000000000000,114226.000000000000000,4730997.000000000000000, ,ETRS89,AUTOMATICAS
817,1541B,VILLABLINO,LEON,958.000000000000000,227936.000000000000000,4758315.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
818,1542,PUERTO DE LEITARIEGOS,ASTURIAS,1530.000000000000000,221679.000000000000000,4765828.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
819,1561I,VILLAR DE OTERO (LOS TROBOS),LEON,770.000000000000000,199420.000000000000000,4741393.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
820,1583X,O BARCO DE VALDEORRAS,OURENSE,315.000000000000000,171440.000000000000000,4703649.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
821,1631E,"POBRA DE TRIVES,SAN MAMEDE",OURENSE,840.000000000000000,147194.000000000000000,4696358.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
822,1639X,CHANDREXA DE QUEIXA,OURENSE,990.000000000000000,138409.000000000000000,4687991.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
823,1658,FOLGOSO DO COUREL,LUGO,612.000000000000000,156047.000000000000000,4723658.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
824,1679A,MONFORTE DE LEMOS,LUGO,291.000000000000000,129516.000000000000000,4718683.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
825,1690A,OURENSE,OURENSE,143.000000000000000,99540.000000000000000,4697347.000000000000000,hSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
826,1696O,BEARIZ,OURENSE,610.000000000000000,66047.000000000000000,4715267.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
827,1700X,"CARBALLIÑO, O",OURENSE,400.000000000000000,80995.000000000000000,4709148.000000000000000,RhIHVmtTMpP,ETRS89,AUTOMATICAS
828,1706A,ALLARIZ-RIMELO,OURENSE,492.000000000000000,103890.000000000000000,4681221.000000000000000,heIHBVmtTMpP,ETRS89,AUTOMATICAS
829,1719,A CAÑIZA,PONTEVEDRA,560.000000000000000,64066.000000000000000,4687513.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
830,1723X,PONTEAREAS-CANEDO,PONTEVEDRA,90.000000000000000,46332.000000000000000,4684640.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
831,1730E,O ROSAL,PONTEVEDRA,55.000000000000000,15207.000000000000000,4660119.000000000000000,heIHBVmtTMpP,ETRS89,AUTOMATICAS
832,1735X,XINZO DE LIMIA,OURENSE,616.000000000000000,108414.000000000000000,4669424.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
833,1738U,MUIÑOS-PRADO,OURENSE,730.000000000000000,86350.000000000000000,4654523.000000000000000,FheIHBVmtTMpP,ETRS89,AUTOMATICAS
834,1740,ALTAMIRA,CANTABRIA,150.000000000000000,408911.000000000000000,4803320.000000000000000,heHBVmtTMpP,ETRS89,AUTOMATICAS
835,2005Y,VINUESA,SORIA,1197.000000000000000,517999.000000000000000,4646222.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
836,2017Y,BARRIOMARTÍN-EL ROBLEDO,SORIA,1260.000000000000000,541895.000000000000000,4649437.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
837,2044B,LUBIA-CEDER,SORIA,1100.000000000000000,541042.000000000000000,4605545.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
838,2059B,LA RIBA DE ESCALOTE,SORIA,1042.000000000000000,518125.000000000000000,4577603.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
839,2084Y,UCERO,SORIA,960.000000000000000,496095.000000000000000,4618906.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
840,2092,BURGO DE OSMA-POZUELOS,SORIA,932.000000000000000,492753.000000000000000,4604198.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
841,2096B,LICERAS-CAÑADA DEHESA,SORIA,1150.000000000000000,478978.000000000000000,4580263.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
842,2106B,CORUÑA DEL CONDE,BURGOS,955.000000000000000,468243.000000000000000,4621628.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
843,2117D,ARANDA DE DUERO,BURGOS,790.000000000000000,438164.000000000000000,4612942.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
844,2135A,FRESNO DE CANTESPINO,SEGOVIA,993.000000000000000,457583.000000000000000,4580265.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
845,2140A,ALDEANUEVA DE SERREZUELA-EL CERRO,SEGOVIA,1135.000000000000000,434376.000000000000000,4590615.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
846,2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1860.000000000000000,460145.000000000000000,4560174.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
847,2166Y,PEÑAFIEL(FABRICA DE QUESOS),VALLADOLID,756.000000000000000,406261.000000000000000,4605206.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
848,2182C,RADES,SEGOVIA,1107.000000000000000,433671.000000000000000,4553921.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
849,2192C,CUÉLLAR,SEGOVIA,795.000000000000000,394183.000000000000000,4582116.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
850,2235U,CERVERA DE PISUERGA,PALENCIA,1140.000000000000000,375846.000000000000000,4747561.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
851,2243A,AGUILAR DE CAMPOO,PALENCIA,910.000000000000000,395576.000000000000000,4739088.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
