fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2020-09-01,2331,BURGOS AEROPUERTO,BURGOS,891.0,16.9,0.0,9.1,06:20,24.7,13:40,5.0,4.4,10.6,18:00,10.4,916.8,23,913.3,16
2020-09-02,2331,BURGOS AEROPUERTO,BURGOS,891.0,16.4,0.0,9.2,23:59,23.6,15:30,6.0,5.3,10.6,09:20,12.4,920.0,23,916.4,02
2020-09-03,2331,BURGOS AEROPUERTO,BURGOS,891.0,17.0,0.0,3.5,05:40,30.6,15:30,20.0,2.5,6.7,12:40,12.7,922.5,23,919.9,00
2020-09-04,2331,BURGOS AEROPUERTO,BURGOS,891.0,19.7,0.0,6.2,05:10,33.2,14:10,99.0,2.8,8.6,Varias,12.6,923.1,09,919.7,17
2020-09-05,2331,BURGOS AEROPUERTO,BURGOS,891.0,19.3,0.0,13.6,04:30,25.0,14:10,6.0,6.9,13.6,14:50,12.3,921.9,Varias,920.1,Varias
2020-09-06,2331,BURGOS AEROPUERTO,BURGOS,891.0,15.2,0.0,10.6,23:30,19.8,14:40,4.0,8.3,13.9,11:10,8.3,921.1,00,919.0,16
2020-09-07,2331,BURGOS AEROPUERTO,BURGOS,891.0,13.2,0.0,7.2,23:59,19.3,13:40,3.0,6.4,15.3,13:50,8.0,924.0,22,920.0,04
2020-09-08,2331,BURGOS AEROPUERTO,BURGOS,891.0,15.4,0.0,6.7,00:30,24.2,15:20,4.0,6.1,10.3,06:00,12.4,923.6,09,920.4,16
2020-09-09,2331,BURGOS AEROPUERTO,BURGOS,891.0,16.4,0.0,5.8,04:40,27.0,14:20,2.0,3.3,10.3,17:30,12.3,922.1,07,919.6,16
2020-09-10,2331,BURGOS AEROPUERTO,BURGOS,891.0,18.1,0.0,9.3,05:00,26.9,14:50,10.0,4.4,13.9,13:00,12.1,921.9,02,917.7,Varias
2020-09-11,2331,BURGOS AEROPUERTO,BURGOS,891.0,18.4,0.0,9.4,05:40,27.5,15:30,4.0,3.3,10.0,16:50,12.0,918.2,Varias,915.3,17
2020-09-12,2331,BURGOS AEROPUERTO,BURGOS,891.0,17.2,0.0,5.9,05:20,28.5,14:20,6.0,3.6,9.7,14:20,11.9,921.5,23,917.6,00
2020-09-13,2331,BURGOS AEROPUERTO,BURGOS,891.0,20.5,0.0,8.0,03:40,33.0,15:00,24.0,2.2,8.6,12:00,11.2,921.9,Varias,919.4,17
2020-09-14,2331,BURGOS AEROPUERTO,BURGOS,891.0,23.0,1.2,16.2,22:50,29.8,12:30,32.0,3.3,11.1,20:40,7.0,921.4,Varias,918.3,17
2020-09-15,2331,BURGOS AEROPUERTO,BURGOS,891.0,20.2,0.0,12.9,06:20,27.6,15:10,23.0,3.1,10.3,11:50,9.7,921.6,01,919.0,16
2020-09-16,2331,BURGOS AEROPUERTO,BURGOS,891.0,19.2,1.6,9.2,05:50,29.3,13:30,4.0,2.2,8.9,15:00,7.9,920.5,01,916.4,17
2020-09-17,2331,BURGOS AEROPUERTO,BURGOS,891.0,21.0,8.8,15.1,23:59,26.8,14:40,16.0,3.1,12.8,23:30,2.3,917.5,01,911.7,18
2020-09-18,2331,BURGOS AEROPUERTO,BURGOS,891.0,17.4,13.8,12.5,22:00,22.3,15:20,17.0,4.4,18.6,05:40,2.9,914.1,00,910.2,05
2020-09-19,2331,BURGOS AEROPUERTO,BURGOS,891.0,16.0,13.0,12.8,04:40,19.3,15:50,22.0,4.7,12.8,09:40,1.7,916.1,23,910.8,05
2020-09-20,2331,BURGOS AEROPUERTO,BURGOS,891.0,15.8,9.0,13.5,Varias,18.1,15:30,21.0,2.2,5.6,01:10,1.0,917.5,21,915.4,Varias
2020-09-21,2331,BURGOS AEROPUERTO,BURGOS,891.0,15.2,0.0,9.6,05:30,20.8,12:20,1.0,1.9,6.7,17:10,5.9,918.3,Varias,916.5,16
2020-09-22,2331,BURGOS AEROPUERTO,BURGOS,891.0,14.9,0.0,8.9,06:30,20.9,13:20,22.0,3.1,8.9,14:10,8.9,916.9,01,912.3,17
2020-09-23,2331,BURGOS AEROPUERTO,BURGOS,891.0,16.3,1.2,11.3,00:00,21.3,14:40,25.0,5.6,12.5,16:00,3.4,913.2,21,910.9,16
2020-09-24,2331,BURGOS AEROPUERTO,BURGOS,891.0,14.4,0.0,9.9,23:59,18.8,14:00,24.0,6.9,17.2,15:30,3.2,914.6,24,911.7,16
2020-09-25,2331,BURGOS AEROPUERTO,BURGOS,891.0,10.0,0.4,5.7,23:30,14.3,14:10,26.0,5.0,12.8,08:50,4.8,922.3,21,914.5,00
2020-09-26,2331,BURGOS AEROPUERTO,BURGOS,891.0,10.7,2.2,3.5,02:40,17.9,17:00,24.0,5.3,12.8,16:30,4.2,921.8,00,912.4,22
2020-09-27,2331,BURGOS AEROPUERTO,BURGOS,891.0,9.3,0.0,4.5,23:20,14.1,13:30,2.0,3.6,12.2,02:10,8.9,918.2,24,912.9,00
2020-09-28,2331,BURGOS AEROPUERTO,BURGOS,891.0,9.2,0.0,1.4,05:10,17.1,14:40,5.0,2.8,9.2,09:00,10.3,918.6,10,916.8,15
2020-09-29,2331,BURGOS AEROPUERTO,BURGOS,891.0,13.3,0.0,3.7,06:20,22.9,15:10,26.0,1.9,5.0,09:50,8.9,918.3,10,915.8,16
2020-09-30,2331,BURGOS AEROPUERTO,BURGOS,891.0,13.6,0.0,3.5,04:50,23.6,14:50,22.0,3.3,10.3,13:20,11.0,917.0,00,911.4,24
2020-09-30,2331,BURGOS AEROPUERTO,BURGOS,891.0,13.6,0.0,3.5,04:50,23.6,14:50,22.0,3.3,10.3,13:20,11.0,917.0,00,911.4,24
